Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price,prediction,target
10,2,28,51,1,1,0,52.1,108.5,0.0,2695.0,520.5,2607.2,1,1
11,3,22,34,3,0,2,78.5,6.0,0.0,0.0,1265.9,1165.3,0,1
0,0,44,18,1,1,1,42.9,28.4,9153.6,1897.2,737.4,986.7,0,1
6,3,72,33,3,1,1,57.4,204.3,19309.9,0.0,1092.8,1997.0,1,0
13,1,38,18,3,0,3,35.0,6.0,18131.7,986.0,909.5,1624.1,1,1
0,1,65,47,0,1,1,46.2,6.0,0.0,0.0,1337.0,2434.6,0,1
3,3,49,44,4,0,2,51.3,319.4,20424.8,0.0,1014.4,1915.8,1,1
2,0,50,36,1,1,0,35.0,90.9,26604.2,0.0,1339.6,1326.5,0,1
15,0,56,35,2,0,1,35.0,212.6,8856.5,670.8,556.8,1489.7,1,0
0,3,42,22,2,1,1,49.6,102.7,12824.8,1203.1,199.2,1190.7,1,0
0,5,32,48,4,1,2,55.4,105.7,22778.1,1585.6,269.3,361.0,0,1
0,5,72,32,4,0,3,54.0,151.6,8655.7,0.0,899.9,1951.2,1,0
9,1,63,30,4,0,2,66.7,110.8,15135.5,234.3,2145.3,2450.6,1,1
5,5,43,31,4,1,3,47.4,104.2,0.0,1090.2,1590.0,813.5,0,1
14,4,41,41,1,0,2,52.6,201.1,6645.2,0.0,874.7,1577.3,1,1
4,3,51,38,3,0,0,56.9,45.8,0.0,1614.0,100.0,1039.6,0,1
0,5,61,35,3,1,1,40.7,172.4,21848.1,1832.4,1230.7,1028.4,0,1
13,5,35,31,0,0,2,61.3,106.6,28.4,0.0,1068.8,2168.7,1,0
12,2,29,37,0,1,1,63.2,54.7,1011.6,0.0,1362.4,1405.0,1,0
0,0,39,31,3,0,2,35.0,26.4,0.0,340.8,814.0,618.5,0,0
0,5,49,19,1,0,0,49.7,6.0,18169.0,0.0,1958.4,271.8,0,1
18,2,37,43,0,1,1,60.5,113.6,0.0,462.7,510.0,172.3,1,1
2,5,54,33,1,0,1,64.1,134.4,0.0,369.7,210.0,1388.5,1,1
0,0,47,50,0,0,3,35.0,86.2,0.0,0.0,623.8,2462.6,0,0
0,1,65,22,4,0,2,68.1,161.7,0.0,0.0,1552.3,2305.6,0,1
10,1,45,22,3,1,1,55.2,63.5,16727.8,456.0,712.2,2372.5,1,0
17,2,34,50,2,0,0,60.9,31.7,13707.0,0.0,1361.0,1621.5,1,0
0,4,52,38,3,0,3,53.0,174.5,0.0,0.0,931.1,2155.0,0,1
17,1,27,51,4,1,1,38.6,108.5,14647.8,0.0,638.7,1139.5,1,1
9,1,44,27,2,1,1,35.0,128.3,0.0,2384.5,1121.4,1272.0,1,1
10,0,29,32,3,0,3,35.0,185.9,6875.2,1167.6,1457.2,1882.5,1,1
0,2,38,46,2,0,1,40.9,189.9,16919.8,0.0,261.5,2177.5,1,0
4,4,42,33,4,1,0,75.1,156.7,8724.6,0.0,1551.6,890.6,0,1
11,3,38,25,2,0,3,72.6,122.3,0.0,0.0,1223.0,1638.2,1,1
0,5,57,36,2,0,0,51.4,105.8,0.0,345.4,757.9,316.0,1,0
14,4,26,45,2,0,1,56.4,251.7,18873.8,0.0,733.0,132.5,1,1
17,0,59,37,1,0,3,35.0,130.9,25110.7,35.3,1774.8,1468.0,1,0
0,2,58,32,2,1,3,41.3,187.0,6773.4,186.6,268.0,872.1,0,1
0,1,49,22,2,0,1,58.9,123.8,453.7,0.0,925.0,1413.9,1,1
0,2,29,47,2,0,3,56.3,208.5,5473.1,145.5,1031.5,1114.4,1,1
0,1,54,43,2,1,1,66.2,125.8,0.0,0.0,165.5,1556.8,0,0
0,2,58,31,1,0,1,35.0,91.3,18621.9,0.0,1414.9,1653.6,1,0
0,5,63,30,1,1,3,36.1,98.7,6184.6,0.0,1592.3,952.5,0,1
0,2,17,28,0,0,1,72.8,229.1,15738.6,0.0,1331.0,436.5,1,0
0,2,42,42,0,0,0,69.3,32.1,17354.2,0.0,304.7,1087.6,1,1
14,0,48,31,0,1,2,56.9,93.0,7268.8,0.0,985.5,739.9,1,1
0,4,38,31,4,1,2,75.1,275.5,0.0,1912.4,1101.7,1714.2,0,0
0,1,59,26,2,1,0,35.0,187.0,6153.6,7.2,1133.5,779.8,1,0
0,5,38,44,3,0,1,62.2,23.2,0.0,0.0,1140.6,2570.2,0,0
0,4,43,22,2,1,2,57.8,188.9,0.0,195.6,646.5,1975.3,0,0
1,0,62,21,3,0,1,35.0,65.0,5029.7,0.0,308.3,2050.4,1,0
4,1,24,33,2,1,3,61.0,22.3,0.0,1395.2,954.2,1216.4,0,1
0,5,69,18,1,0,3,99.1,19.4,0.0,233.1,1564.8,1338.9,0,1
5,0,48,28,0,1,0,86.5,83.8,9871.7,2649.8,540.0,1490.2,1,0
19,1,68,39,0,0,3,50.7,246.4,4193.6,1002.5,846.2,2602.1,1,0
12,4,55,32,4,0,3,87.9,121.1,8425.2,0.0,498.3,1165.5,1,0
0,4,28,44,0,1,0,45.2,122.0,0.0,330.6,1503.0,1728.2,0,0
14,3,43,21,1,1,2,35.0,234.2,25050.0,102.7,629.9,759.4,1,0
0,0,63,47,0,0,1,61.0,54.9,0.0,38.8,1165.7,1888.8,0,1
9,0,31,60,3,1,2,35.0,165.9,2604.2,0.0,1603.3,743.6,0,0
15,3,34,34,3,0,2,37.9,154.9,3607.5,0.0,870.8,1569.8,1,1
0,2,48,53,3,0,3,54.7,194.2,15375.9,0.0,1637.9,510.3,1,1
11,1,64,48,0,1,3,35.0,259.6,3146.3,0.0,105.9,2413.9,1,1
1,4,66,31,0,0,3,35.0,163.6,1453.0,1182.7,1301.8,1675.3,0,0
6,1,51,30,0,1,1,75.5,119.6,0.0,0.0,1082.3,638.8,0,1
3,2,68,31,1,0,0,74.8,63.4,6777.5,0.0,1207.6,100.0,1,0
13,0,59,54,0,1,2,53.2,80.7,4956.3,0.0,803.3,1253.4,1,1
0,5,51,18,2,0,1,57.7,154.0,1184.5,0.0,1215.8,1690.8,1,1
0,3,43,28,4,1,2,76.1,91.3,3273.7,160.0,561.1,1556.2,0,0
0,0,42,59,0,1,2,35.0,272.4,12595.5,0.0,1617.5,1321.8,0,0
9,5,46,40,4,1,1,48.1,71.6,8228.7,0.0,873.1,972.7,1,1
21,2,42,34,3,0,0,50.1,188.5,22852.3,1130.7,1132.3,741.4,1,0
17,4,38,18,0,1,3,98.0,114.5,1399.2,0.0,1603.0,874.1,0,1
0,4,42,37,4,1,1,40.5,49.2,0.0,60.6,635.6,2775.3,0,0
12,3,34,41,4,1,1,43.6,150.8,7226.9,2494.4,1124.3,2464.2,1,1
0,0,48,38,1,1,3,44.1,158.1,24014.3,1748.6,1061.6,1134.7,0,1
0,1,25,44,1,0,3,35.0,118.7,907.2,0.0,1178.4,314.3,1,0
0,0,67,39,2,1,2,79.1,148.4,4.5,0.0,2032.2,444.0,0,1
7,4,61,29,2,0,2,51.0,212.2,0.0,1600.1,1023.6,1668.5,0,0
3,4,21,32,3,0,1,35.0,198.5,0.0,1569.3,1772.1,1514.0,1,1
14,4,42,32,4,0,0,56.3,374.4,0.0,761.7,1988.6,1447.2,1,0
5,2,35,34,1,0,0,38.5,134.5,15591.4,0.0,1163.7,418.1,1,1
19,2,51,43,2,1,0,42.8,105.9,18786.8,0.0,1134.3,1651.4,1,0
3,2,44,48,4,1,1,48.7,33.1,33580.0,0.0,246.1,1493.2,1,1
11,1,51,30,4,0,3,44.7,149.7,5132.3,214.4,1202.8,1266.7,1,1
9,5,35,35,3,1,3,42.5,186.3,18991.7,1261.8,685.7,627.8,1,1
0,3,45,47,0,1,0,62.0,210.5,0.0,0.0,697.2,1778.5,0,0
16,0,43,40,1,0,1,46.7,139.4,6681.2,0.0,871.7,1269.2,1,1
1,4,53,40,3,1,2,44.1,64.2,28802.3,730.4,497.9,2115.1,0,1
7,1,51,42,4,0,0,63.3,170.8,0.0,748.5,662.5,977.8,1,1
17,5,59,47,4,0,1,59.1,153.2,10187.5,0.0,1406.3,1530.7,1,0
1,2,49,23,2,1,1,35.0,230.0,0.0,1601.6,825.8,1761.6,1,0
0,1,31,52,1,0,3,66.4,50.4,0.0,2466.8,329.4,1377.3,0,1
0,3,56,33,1,0,2,55.4,114.8,7719.4,0.0,635.4,1675.6,1,1
9,2,43,27,3,0,0,51.9,217.3,16723.2,0.0,1861.3,764.7,1,0
0,0,44,42,3,1,1,37.6,130.2,0.0,867.9,865.9,1075.0,0,0
0,2,45,29,2,0,3,63.1,6.0,0.0,0.0,741.3,740.0,0,1
0,1,71,34,1,0,3,49.6,210.9,0.0,1306.7,1225.3,1385.4,0,1
0,2,32,34,2,1,1,41.5,304.9,22077.2,0.0,588.5,1774.4,1,1
0,1,48,44,1,0,3,35.0,105.1,12704.3,0.0,1701.8,1898.5,1,1
0,1,43,43,2,1,3,48.9,200.2,8418.7,0.0,814.9,1738.2,0,0
2,3,53,27,4,1,0,67.0,82.6,2060.5,0.0,1185.3,602.3,0,1
15,1,57,23,0,0,0,35.0,156.8,3118.9,0.0,1133.8,395.9,1,0
5,4,52,37,3,0,0,35.0,6.0,11544.3,0.0,100.0,1726.8,1,1
0,4,40,44,2,0,3,45.6,195.2,1450.3,606.9,674.3,1977.6,0,0
0,5,37,46,4,1,1,58.1,197.7,0.0,3375.2,1713.9,1301.7,0,1
3,1,53,50,1,1,2,60.6,200.1,0.0,0.0,1898.2,875.2,0,1
13,5,61,46,4,1,3,35.0,197.1,13353.4,502.4,770.6,2281.0,1,1
10,3,53,23,2,1,0,82.2,79.4,0.0,0.0,118.4,1639.0,1,0
20,1,56,37,1,1,2,35.0,6.0,14709.6,1745.6,1028.0,854.6,0,0
18,0,68,33,2,0,1,57.5,68.1,16123.9,2044.5,1527.5,2533.6,1,0
5,2,25,29,0,1,1,35.0,124.4,0.0,369.4,100.0,434.5,1,1
0,3,44,18,1,0,0,35.0,6.0,19419.6,0.0,694.0,2529.6,1,1
7,4,36,51,4,1,1,51.6,21.2,0.0,0.0,668.4,1996.4,0,0
14,5,60,27,3,1,3,41.5,224.9,7088.7,1036.8,714.4,1371.7,1,1
0,1,45,25,0,0,3,58.4,149.5,0.0,0.0,788.6,3094.9,0,0
5,2,16,53,0,0,1,80.2,66.4,10943.1,1560.4,676.2,2147.4,1,1
0,0,33,26,2,1,0,46.9,219.7,15669.0,966.7,1596.7,2063.0,1,0
0,5,41,34,0,1,3,37.2,11.9,0.0,0.0,261.7,1433.2,0,1
4,0,49,48,0,0,0,40.5,141.4,0.0,52.8,481.0,1705.8,1,0
0,1,68,34,4,1,3,59.0,149.5,27835.5,0.0,1208.0,1822.5,0,1
7,2,21,39,2,0,2,46.4,124.9,0.0,0.0,765.8,1943.6,1,0
0,0,62,27,1,1,3,58.7,247.3,5493.3,2376.3,684.1,1551.4,0,0
6,0,42,50,0,0,2,68.5,241.1,6315.9,991.8,1237.7,802.4,1,1
13,0,39,47,4,1,2,47.1,119.9,0.0,0.0,982.7,1518.2,1,1
0,3,41,21,4,1,0,35.0,46.7,0.0,164.3,382.5,558.2,0,0
0,4,57,36,0,1,0,39.3,248.7,4947.7,0.0,1640.5,1438.5,0,0
8,1,11,32,1,1,3,40.9,158.1,0.0,0.0,1835.1,2175.4,1,0
17,5,61,25,2,0,0,35.0,66.6,0.0,0.0,343.0,1994.0,1,1
6,5,34,33,3,0,2,35.0,157.5,4009.8,346.3,1328.4,2290.4,1,1
1,1,34,25,0,0,2,59.3,85.9,0.0,909.2,356.5,1274.4,0,0
0,4,69,29,4,0,0,49.5,211.9,7447.6,1271.2,789.6,100.0,1,0
25,3,65,23,1,1,2,37.6,109.9,15774.0,1065.9,328.0,2277.1,1,1
18,5,34,18,4,1,3,62.6,89.2,0.0,0.0,849.0,544.0,0,1
11,5,29,23,0,1,2,54.9,86.6,0.0,756.3,934.1,1936.0,1,1
0,3,43,39,1,1,3,35.0,36.9,8182.9,613.1,563.0,1080.5,0,1
5,4,41,48,2,0,2,35.8,183.8,0.0,1594.0,745.4,1852.0,0,1
1,4,41,32,2,0,2,54.2,161.1,147.4,1292.6,2201.8,1711.5,0,1
8,0,28,27,3,0,1,66.6,6.0,2887.1,1289.3,1621.5,1368.3,0,0
0,5,51,35,0,1,1,50.4,280.3,0.0,0.0,265.1,1893.5,0,0
17,2,45,41,2,1,2,61.6,100.1,5879.7,821.9,1427.1,1103.8,1,0
2,1,56,36,0,1,1,39.9,77.8,14397.2,0.0,1174.7,1402.4,1,1
6,4,72,48,3,0,3,45.2,6.0,595.1,2224.3,1323.3,878.0,0,1
0,3,41,25,2,1,0,52.8,114.5,22601.9,0.0,969.6,752.2,0,0
10,5,66,33,0,0,0,51.4,185.7,0.0,532.1,1589.2,1700.0,1,1
0,0,66,36,4,0,1,35.7,10.2,0.0,1146.1,631.3,2063.6,0,0
0,5,64,47,1,0,3,35.0,268.8,0.0,0.0,695.9,2100.4,0,0
0,1,54,43,4,1,2,63.1,81.9,0.0,0.0,1380.5,1902.2,0,1
2,1,35,46,0,0,1,35.0,51.6,9926.1,0.0,907.7,1075.1,1,0
13,5,25,38,1,0,2,68.6,243.1,8628.6,895.2,1148.3,1102.3,1,1
0,3,47,41,3,0,2,82.1,119.4,17531.8,0.0,1418.3,843.0,0,0
14,1,40,44,3,0,0,53.9,60.2,1886.2,605.6,846.7,288.2,1,0
0,1,42,29,1,1,1,46.3,123.0,0.0,420.2,1219.2,1566.0,0,0
3,0,69,40,2,1,1,87.9,54.9,6641.6,216.4,1212.8,1130.6,0,0
0,3,30,18,3,1,3,49.0,169.3,4606.9,497.4,462.1,1299.0,0,1
0,4,43,31,1,1,1,47.4,318.7,12113.4,0.0,1280.0,1463.4,0,0
0,0,61,27,2,1,0,56.0,241.1,0.0,1762.7,1256.8,1740.2,0,1
15,1,65,24,2,1,3,76.2,108.9,14514.5,0.0,449.9,1507.4,1,1
8,2,43,45,4,0,0,39.3,150.6,13351.6,0.0,1866.8,621.4,1,0
9,5,58,50,0,1,3,54.1,31.9,0.0,0.0,1691.2,1712.0,0,0
23,1,36,28,0,1,3,62.0,200.7,7825.8,239.8,609.9,2876.1,1,1
11,3,48,18,0,1,0,63.5,147.4,0.0,2455.0,1424.3,801.0,0,0
1,4,34,43,3,1,0,35.0,6.0,17425.4,1788.0,1240.0,1612.3,0,1
0,0,54,55,3,1,2,74.4,181.2,3247.9,0.0,653.7,2613.8,0,1
4,2,72,27,0,1,2,63.1,257.1,15818.8,0.0,1477.4,1333.2,1,1
3,2,45,44,0,0,1,35.0,182.3,6519.2,3849.3,1738.4,1705.6,1,0
8,0,51,46,4,1,1,73.9,131.6,30912.4,579.7,1051.2,2347.6,1,1
0,4,38,35,1,1,3,36.8,8.4,10971.9,667.5,196.4,400.2,0,1
0,4,70,28,2,1,2,39.3,212.8,0.0,0.0,1377.5,1158.2,0,0
1,0,71,30,0,0,0,55.7,152.2,5189.3,1367.3,100.0,1368.7,1,1
5,5,55,30,3,1,2,85.0,150.7,0.0,2593.8,1549.1,1720.9,0,0
12,5,37,27,1,1,2,48.9,143.4,22052.7,0.0,1182.7,1075.9,1,0
27,1,53,18,2,1,1,72.2,20.6,0.0,189.7,1840.2,1347.0,0,0
6,5,49,29,4,0,1,35.0,282.3,3576.8,1400.4,850.3,1408.9,1,0
15,4,60,53,4,1,0,54.3,136.3,0.0,2720.0,921.6,928.6,0,1
14,2,50,26,1,0,3,79.4,39.2,0.0,762.7,1597.0,1777.9,0,1
0,3,65,53,1,1,2,72.6,135.1,2657.6,0.0,1020.2,1460.4,0,0
11,4,49,39,4,0,0,46.2,21.3,0.0,71.1,606.5,1554.2,0,0
0,4,54,18,2,1,0,51.5,6.0,0.0,0.0,100.0,2019.2,0,0
0,5,32,33,0,1,2,35.0,85.0,0.0,606.1,1279.9,1838.1,0,0
5,2,57,48,4,0,3,42.4,299.6,3295.1,2706.5,1015.1,1182.0,1,1
0,5,56,18,4,0,0,41.0,133.8,17194.7,0.0,1081.8,2138.5,0,1
4,5,72,31,2,0,0,67.0,74.7,0.0,0.0,1614.9,437.3,1,0
0,4,39,51,2,1,0,52.4,216.7,11153.6,282.2,1338.9,1339.6,0,1
7,0,39,37,4,1,0,35.0,103.9,14033.9,124.6,904.4,1905.7,1,1
0,1,26,42,3,1,2,88.1,189.5,3963.4,0.0,787.9,2434.1,0,1
3,4,49,35,0,1,1,65.7,111.8,0.0,0.0,317.9,1728.8,0,1
0,2,29,24,4,1,1,35.0,117.4,0.0,75.6,1057.0,2178.6,0,1
0,5,29,27,1,1,1,93.2,235.5,24952.2,1285.3,679.7,1110.7,1,0
11,5,72,47,1,1,2,96.1,252.5,20739.5,0.0,1340.4,1051.8,1,1
7,5,36,44,4,1,1,47.2,129.0,16104.8,0.0,1273.5,1704.9,1,0
0,1,52,37,1,0,1,78.2,227.2,6060.3,0.0,1979.6,1898.5,1,0
4,5,49,47,1,1,0,35.0,84.4,0.0,374.8,750.1,2325.2,0,0
7,0,54,30,1,1,1,35.2,24.1,1125.1,633.3,944.3,453.1,0,0
0,2,69,38,4,0,3,58.0,180.2,0.0,0.0,1172.7,1799.4,0,1
10,1,42,43,1,1,1,61.5,121.3,7803.6,0.0,757.7,1736.5,1,1
19,1,34,24,3,0,0,35.0,185.8,0.0,0.0,1664.2,1539.2,1,0
0,5,47,35,0,1,3,39.3,99.7,4049.8,174.2,1143.2,1565.1,0,0
2,4,24,28,1,0,2,58.2,148.2,4536.3,0.0,1194.1,945.1,1,0
13,4,64,31,0,1,0,79.3,205.3,6893.6,159.6,646.9,1953.4,1,1
7,1,37,40,3,0,1,42.1,30.9,0.0,508.3,374.8,2428.7,1,0
14,3,72,26,0,0,3,58.9,113.3,0.0,2576.8,802.1,1092.7,1,0
17,2,37,41,4,1,2,44.2,6.0,0.0,0.0,365.4,2691.1,0,1
0,2,40,18,2,0,3,53.0,60.5,681.0,67.6,712.4,1469.2,0,0
11,5,36,38,3,0,1,67.3,31.2,0.0,0.0,1100.3,1886.0,0,0
0,1,44,18,2,0,2,42.7,6.0,22644.2,0.0,1401.8,1271.6,1,0
11,3,38,37,0,0,2,35.0,113.0,3442.2,216.2,1489.6,2043.7,1,0
0,5,68,41,0,0,2,35.0,183.1,19826.6,0.0,140.2,938.5,1,1
6,3,47,34,1,0,2,35.0,59.1,0.0,0.0,668.9,1383.7,1,0
0,0,41,39,4,1,0,42.8,172.5,31361.9,0.0,1618.7,326.5,0,1
0,4,43,43,1,1,3,50.6,6.0,0.0,0.0,723.2,745.0,0,0
8,5,23,29,0,1,1,41.1,196.5,0.0,2434.6,903.7,1548.5,1,0
2,4,42,54,1,1,3,38.0,189.8,0.0,1075.1,1710.9,1233.7,0,0
8,5,72,46,3,1,0,70.8,236.1,27186.9,0.0,988.2,1258.1,1,0
5,0,44,36,4,1,0,47.1,174.8,0.0,39.1,831.9,100.0,1,0
12,5,40,43,4,0,3,53.4,206.8,0.0,1650.0,830.0,358.7,0,1
1,3,51,35,3,0,2,54.2,159.9,19115.5,0.0,1622.9,1997.0,0,0
4,0,26,44,3,0,0,44.0,175.8,21089.2,0.0,802.8,975.3,1,0
12,5,51,43,4,1,2,76.6,107.5,10738.1,1128.1,427.4,1718.4,1,1
7,5,46,25,1,0,2,86.3,377.2,4816.8,0.0,1280.6,3395.6,0,0
3,5,34,32,1,1,3,46.0,191.5,15971.3,542.2,1036.7,2131.9,1,0
6,2,46,46,3,1,1,63.8,264.8,17045.5,567.4,1044.9,936.8,1,0
15,1,49,34,2,0,3,79.5,80.4,11399.3,1531.7,2184.7,1950.2,1,1
4,2,48,24,1,1,2,35.0,184.6,0.0,942.4,1284.9,1452.5,0,1
12,5,46,38,1,1,0,62.0,122.9,0.0,0.0,803.0,1727.5,1,0
11,2,21,43,3,0,3,35.0,196.2,0.0,0.0,790.0,2125.3,1,0
11,0,47,39,3,1,2,70.5,85.9,0.0,0.0,242.7,2061.8,0,0
0,5,59,35,2,0,0,35.0,86.0,6826.6,0.0,1450.1,1283.7,0,1
20,5,37,58,0,0,0,49.9,201.2,7109.2,419.6,297.3,1573.6,1,1
5,1,47,28,0,1,2,63.4,197.8,13770.5,0.0,455.0,1479.8,1,0
4,1,52,47,3,0,2,42.1,168.1,0.0,0.0,1627.0,1121.1,1,1
11,3,69,38,0,1,1,58.1,249.7,0.0,793.1,911.9,2204.3,1,1
10,3,43,42,1,0,1,71.0,141.0,0.0,0.0,465.0,1603.7,1,1
14,2,48,43,0,0,1,57.3,143.2,0.0,3102.1,315.7,1367.4,1,0
3,4,68,18,1,1,0,51.9,68.3,0.0,0.0,671.3,1308.3,1,1
15,2,43,39,2,1,3,44.0,93.6,1505.1,905.0,849.4,1788.2,1,0
5,3,53,31,1,0,1,35.0,50.4,0.0,0.0,196.8,2185.1,1,1
12,3,29,46,1,1,2,55.9,137.1,1126.3,0.0,271.7,1729.2,1,0
0,5,45,18,1,0,0,37.1,151.4,6954.3,255.8,1408.4,1222.9,1,1
0,5,34,41,1,0,2,83.1,22.7,25424.0,135.5,1740.6,2234.0,0,1
18,1,29,46,4,1,0,35.0,6.0,16322.2,0.0,1063.2,853.5,1,0
3,0,39,51,2,1,3,57.8,277.8,0.0,0.0,1348.0,1584.5,0,0
0,2,60,44,2,0,2,35.5,13.0,0.0,1460.4,173.6,2268.9,0,0
16,3,35,31,3,1,1,39.7,156.3,1779.0,0.0,1812.7,659.3,1,0
0,4,69,50,4,1,3,61.0,48.7,7332.1,0.0,790.5,2033.9,0,1
6,1,31,48,3,1,2,61.3,170.8,29625.8,0.0,1192.4,1648.7,1,1
0,3,41,40,2,1,2,50.7,151.4,6791.2,1318.9,1075.0,1923.8,0,0
0,0,33,41,2,1,2,63.7,116.8,0.0,0.0,326.7,2144.0,0,0
3,4,31,18,4,1,2,44.9,148.0,2242.3,393.2,2044.0,1770.1,0,0
1,4,40,26,2,1,0,35.0,196.3,0.0,0.0,1452.4,2342.2,0,1
15,0,53,34,1,1,1,76.5,28.5,19286.8,0.0,669.0,996.3,1,0
0,5,46,47,2,1,0,55.4,86.7,8490.9,0.0,960.2,729.7,0,1
10,2,50,51,2,0,2,48.9,210.4,4532.9,2409.9,1023.6,426.1,1,1
0,2,18,43,1,0,2,49.2,129.4,0.0,0.0,634.1,838.1,1,1
15,4,48,33,3,0,2,35.0,116.7,0.0,940.7,1030.9,1759.3,0,0
0,5,26,44,3,1,2,49.6,158.3,0.0,1210.8,620.9,1282.4,0,1
16,0,12,28,2,0,1,58.0,99.5,6114.9,97.1,722.4,395.6,1,1
13,3,47,19,0,0,0,67.1,172.6,0.0,0.0,365.0,2041.3,1,0
17,4,40,39,4,1,1,37.8,210.8,17269.3,0.0,1782.3,2136.4,1,0
8,0,42,31,3,1,2,35.0,88.3,0.0,890.7,579.7,682.8,0,1
21,5,44,40,4,1,3,48.1,42.7,0.0,954.5,284.1,2243.7,0,0
0,5,41,63,4,0,1,35.1,160.2,1055.5,1122.8,829.8,1600.5,1,0
8,3,62,35,2,0,3,46.0,73.8,0.0,0.0,1885.2,1244.7,0,1
11,2,65,39,0,1,3,57.3,149.4,5916.1,0.0,1536.0,1975.9,1,0
16,0,66,28,4,0,3,35.0,174.8,4803.4,753.1,1642.1,1385.5,1,1
0,5,36,31,3,0,1,35.0,6.0,39092.5,285.6,1169.3,1199.6,0,0
9,2,52,29,1,0,3,75.1,115.1,4729.3,1261.0,100.0,1874.9,1,1
0,3,40,28,0,0,3,72.7,150.8,0.0,0.0,924.3,1334.1,0,0
10,3,47,35,2,1,0,57.8,153.6,0.0,1143.2,1408.9,1619.7,0,0
17,3,72,23,4,1,0,35.0,110.1,0.0,690.9,1434.1,453.9,1,0
0,0,54,49,3,0,3,35.0,93.6,27933.1,0.0,444.5,1523.9,1,1
8,3,68,22,3,0,1,40.9,129.1,4022.2,0.0,1638.8,908.3,1,1
16,0,49,51,4,1,0,73.5,45.2,12465.9,0.0,1046.6,1521.1,0,0
1,0,72,43,0,0,3,45.6,126.7,1264.9,814.8,1151.1,1426.9,0,0
1,3,45,28,3,1,1,85.3,128.5,8206.9,0.0,779.3,459.9,0,0
18,3,26,58,4,0,1,76.8,117.7,8888.2,989.8,1066.1,2059.5,1,1
0,3,52,38,3,0,0,43.2,160.5,6074.0,500.3,1213.1,701.8,1,0
6,1,45,44,2,1,3,48.3,320.1,0.0,0.0,761.9,1039.0,0,0
1,2,34,46,4,0,3,47.3,229.9,0.0,166.0,1364.4,803.3,0,0
0,0,56,51,1,0,0,38.3,183.9,24959.6,517.2,1168.2,284.7,1,0
10,1,57,51,0,1,0,35.0,40.8,7182.3,1886.9,221.0,700.5,0,0
0,1,47,52,0,1,3,43.5,22.6,2403.1,0.0,1013.3,2140.4,0,0
6,1,53,37,1,0,2,74.4,199.2,9666.0,0.0,585.4,686.6,1,0
0,2,69,38,1,1,1,35.0,75.9,0.0,525.1,1027.3,2413.5,0,1
1,5,65,22,2,0,0,71.3,110.5,12195.5,0.0,1360.5,1598.8,1,1
0,4,47,26,3,1,3,51.6,165.2,4363.2,2180.4,1035.8,557.1,0,0
12,5,40,33,3,1,3,56.2,207.8,0.0,145.3,1528.0,1022.5,0,0
0,3,23,41,4,0,0,55.5,83.5,9282.7,347.1,1310.9,1101.3,1,1
3,2,51,31,4,1,2,57.3,142.1,1041.8,0.0,1155.9,1254.0,0,0
12,1,64,23,3,1,0,44.8,69.5,13507.3,1644.9,1722.8,1618.0,1,1
0,4,54,71,3,1,1,61.9,266.1,8583.6,0.0,1197.2,1151.9,0,0
0,0,52,41,3,1,3,78.0,133.5,18516.4,0.0,1059.9,201.4,0,0
10,2,42,38,2,0,0,63.4,45.9,0.0,0.0,1611.2,2485.2,0,0
0,3,45,45,0,0,2,47.8,102.0,11625.1,542.8,1177.3,1971.3,1,0
13,2,55,26,0,0,1,62.9,135.1,25339.6,415.5,678.7,1273.6,1,0
1,0,49,51,0,0,0,35.0,96.2,10740.3,0.0,100.0,1894.8,1,0
12,0,52,37,0,1,0,42.0,203.9,1180.0,0.0,740.4,2024.5,1,1
2,3,55,43,2,1,3,67.9,222.4,0.0,2190.6,408.7,1717.5,0,0
0,4,54,50,2,1,0,47.7,66.1,12495.3,995.4,964.4,2427.1,0,1
1,4,35,32,0,1,1,39.8,110.2,4229.9,0.0,936.9,1495.7,0,0
3,1,63,39,1,1,2,44.5,315.0,8596.3,824.6,822.4,952.7,1,0
7,0,44,34,0,1,2,60.0,91.6,17557.1,0.0,881.6,943.8,1,1
5,5,58,31,2,0,1,75.6,126.3,0.0,0.0,100.0,1721.3,1,1
11,4,61,36,2,1,3,68.1,103.8,13153.8,0.0,1037.4,1161.3,1,0
8,4,47,26,1,0,2,35.0,146.6,0.0,0.0,1266.0,1144.0,1,1
1,4,38,29,1,1,3,41.3,252.5,7088.4,2256.7,1818.3,2000.6,0,1
3,4,31,38,1,1,3,35.0,81.7,18669.9,1797.7,724.9,2406.0,1,1
3,3,42,41,2,0,1,60.6,238.8,0.0,1443.5,1145.2,1322.1,1,0
14,3,62,43,1,1,2,46.9,276.1,16847.6,0.0,1900.5,1018.1,1,0
8,0,55,24,4,0,1,59.9,115.4,7553.1,0.0,1546.0,1585.8,1,0
3,1,50,24,4,1,2,37.2,43.6,3876.2,0.0,1307.5,1589.3,0,0
6,5,64,28,3,0,3,73.5,142.1,30676.8,1149.7,1342.2,1823.1,1,0
0,1,63,48,0,0,2,39.3,146.1,0.0,1109.0,992.2,495.7,0,0
0,2,49,27,0,0,3,37.3,135.6,37495.9,100.1,1471.3,638.8,1,1
6,3,48,32,0,0,1,49.2,108.7,4673.4,1430.7,531.4,1686.4,1,0
5,4,44,31,2,1,2,75.5,53.9,9981.5,0.0,587.5,2011.7,1,0
